"","area_m","green_zone_part","indust_part","preschool_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","oil_chemistry_raion","radiation_raion","big_market_raion","ekder_male","X16_29_female","build_count_block","build_count_frame","build_count_monolith","build_count_mix"
"21562",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21563",4787424.272,0.03845587,0.122090347,3272,6,0,4,0,7,"no",0,0,"no","no","no",6980,9174,101,0,11,0
"21564",4190070.548,0.051566848,0.034331497,3064,7,0,0,0,5,"no",0,4,"no","no","no",7003,15726,191,0,0,0
"21565",21494094.8,0.262459141,0.017647053,2854,0,0,0,0,0,"no",0,0,"no","no","no",435,950,42,0,6,0
"21566",176246410,0.64957764,0.004949358,2854,0,0,0,0,0,"no",0,0,"no","no","no",171,596,42,0,6,0
"21567",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21568",7750777.821,0.094680962,0.313924552,2508,6,0,2,0,10,"no",0,10,"no","yes","no",5635,9909,42,0,4,0
"21569",9629358.472,0.343753988,0.23861713,1522,5,0,3,0,18,"no",0,6,"no","yes","no",4692,12348,26,7,7,1
"21570",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"21571",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21572",3998216.265,0.258712472,0.014423114,1094,1,0,0,0,2,"no",0,3,"no","no","no",3963,16598,102,0,1,0
"21573",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"21574",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21575",4695913.354,0.260459642,0,866,5,0,1,1,9,"no",0,2,"no","no","no",3676,11396,34,0,47,0
"21576",8338438.453,0.037753826,0.127811589,2974,6,0,1,1,13,"no",0,3,"no","no","no",6455,9471,34,0,1,0
"21577",12495435.25,0.027650988,0.341071945,2235,9,0,3,0,12,"no",0,11,"no","no","no",6708,12527,47,0,3,0
"21578",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
"21579",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21580",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"21581",18800000.1,0.169625419,0.019508796,903,8,0,5,1,12,"yes",1,5,"no","yes","no",8989,8196,78,0,38,0
"21582",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"21583",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"21584",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21585",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21586",4662813.069,0.109947031,0.050272014,2058,6,1,0,1,4,"no",0,3,"no","no","no",6156,119309,31,0,12,0
"21587",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"21588",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21589",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21590",9629358.472,0.343753988,0.23861713,1522,5,0,3,0,18,"no",0,6,"no","yes","no",4692,12348,26,7,7,1
"21591",148701635.4,0.670839782,0.005767451,2854,0,0,0,0,0,"no",0,0,"no","no","no",374,811,42,0,6,0
"21592",11275073.5,0.331075802,0.000991363,3587,9,2,1,1,14,"no",0,9,"no","yes","no",9871,13371,13,0,18,0
"21593",7126815.285,0.125881935,0.458174486,1208,4,0,1,0,6,"no",0,5,"no","no","no",4434,10265,55,0,6,0
"21594",5333221.259,0.074076708,0.16909109,1579,8,0,2,0,5,"no",0,5,"no","no","no",5728,6065,52,0,9,0
"21595",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"21596",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"21597",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"21598",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"21599",9282438.657,0.153279465,0.127375905,3844,7,0,3,0,3,"no",0,9,"no","no","no",9229,12299,41,0,1,0
"21600",7128794.338,0.075790042,0.100455735,4792,7,1,1,0,7,"no",0,6,"no","no","yes",8321,16660,28,0,3,0
"21601",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"21602",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21603",5467178.309,0.055779365,0.1363303,1944,5,0,3,0,6,"no",0,6,"no","yes","no",7633,11471,130,0,18,0
"21604",9629358.472,0.343753988,0.23861713,1522,5,0,3,0,18,"no",0,6,"no","yes","no",4692,12348,26,7,7,1
"21605",7905261.321,0.014925117,0.319809354,643,4,0,5,1,14,"no",0,8,"no","yes","no",6551,8609,94,0,7,0
"21606",4280227.098,0.019885461,1.8e-09,2224,4,0,2,3,13,"no",0,5,"no","no","no",4057,12145,27,8,14,0
"21607",4800968.266,0.294717517,0,0,1,1,1,1,20,"no",0,5,"no","no","no",2129,10852,17,0,16,0
"21608",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21609",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21610",4512002.453,0.128162441,0.015016892,1525,3,0,0,1,14,"no",0,8,"no","no","no",5873,5001,41,0,16,0
"21611",7126815.285,0.125881935,0.458174486,1208,4,0,1,0,6,"no",0,5,"no","no","no",4434,10265,55,0,6,0
"21612",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21613",4602089.659,0.114157061,0,3909,5,0,0,0,5,"no",0,5,"no","no","no",9277,5490,25,0,1,0
"21614",3998216.265,0.258712472,0.014423114,1094,1,0,0,0,2,"no",0,3,"no","no","no",3963,16598,102,0,1,0
"21615",16315230.22,0.375973778,0.07542368,2854,0,0,0,0,3,"no",0,0,"no","no","no",2903,15808,0,0,0,0
"21616",11638050.15,0.068202173,0.042031587,3240,9,0,2,1,29,"yes",3,5,"no","yes","no",10594,5350,99,1,33,1
"21617",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"21618",7887684.174,0.222646321,0.188783766,2707,4,0,0,0,10,"no",0,1,"no","no","no",7471,10235,58,0,6,0
"21619",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21620",7984443.568,0.372734826,0.000995363,4547,8,1,1,0,7,"no",0,5,"no","yes","no",8404,2874,155,0,6,0
"21621",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"21622",11638050.15,0.068202173,0.042031587,3240,9,0,2,1,29,"yes",3,5,"no","yes","no",10594,5350,99,1,33,1
"21623",3292112.223,0.063747248,0.092290642,2757,5,0,1,0,3,"no",0,2,"no","no","no",5955,5045,97,0,13,0
"21624",8287309.439,0.071119749,0.265088676,3390,5,0,3,0,6,"no",0,2,"no","yes","no",8516,19376,129,0,4,0
"21625",4280227.098,0.019885461,1.8e-09,2224,4,0,2,3,13,"no",0,5,"no","no","no",4057,12145,27,8,14,0
"21626",148701635.4,0.670839782,0.005767451,2854,0,0,0,0,0,"no",0,0,"no","no","no",374,811,42,0,6,0
"21627",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"21628",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"21629",4684027.803,0.015525089,0.212515361,1070,1,0,3,0,7,"no",0,7,"no","no","no",4589,2593,70,0,4,0
"21630",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21631",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21632",9946335.108,0.065408826,0.225824954,2232,7,0,3,0,13,"no",0,2,"yes","yes","no",9653,4350,111,0,3,0
"21633",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"21634",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"21635",8398460.622,0.015233744,0.037316452,3240,9,0,4,2,25,"no",0,10,"no","yes","no",8563,2581,48,0,16,1
"21636",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"21637",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21638",7811375.434,0.127002383,0.135649789,2627,5,0,3,0,11,"no",0,11,"no","yes","no",11958,11748,44,0,3,0
"21639",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21640",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21641",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"21642",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21643",8398460.622,0.015233744,0.037316452,3240,9,0,4,2,25,"no",0,10,"no","yes","no",8563,2581,48,0,16,1
"21644",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21645",3799999.352,0.232655892,0.149666373,1838,3,0,4,0,6,"no",0,1,"no","yes","no",5104,12050,49,0,7,0
"21646",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21647",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"21648",7750777.821,0.094680962,0.313924552,2508,6,0,2,0,10,"no",0,10,"no","yes","no",5635,9909,42,0,4,0
"21649",52995275.39,0.349935291,0.011654127,2854,0,0,0,0,0,"no",0,0,"no","no","no",847,2169,42,0,6,0
"21650",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21651",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21652",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21653",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"21654",5646405.14,0.258663383,0.101872465,2703,5,0,3,0,4,"no",0,3,"no","yes","no",5511,7679,9,47,13,2
"21655",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"21656",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"21657",3879802.193,0.157331846,0.232205084,2200,4,1,0,0,4,"no",0,3,"no","no","no",5743,3864,41,0,7,0
"21658",7750777.821,0.094680962,0.313924552,2508,6,0,2,0,10,"no",0,10,"no","yes","no",5635,9909,42,0,4,0
"21659",14883622.34,0.024444186,0.158249043,3848,5,0,1,0,4,"no",0,0,"no","yes","no",2488,12465,12,36,14,9
"21660",6879019.638,0.061476659,0.282797669,2546,5,0,0,0,5,"no",0,6,"no","no","no",8428,11960,47,0,5,0
"21661",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"21662",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21663",8464344.053,0.075206255,0.521867054,2901,4,0,0,0,2,"no",0,0,"no","yes","no",5391,15303,33,1,0,0
"21664",176246410,0.64957764,0.004949358,2854,0,0,0,0,0,"no",0,0,"no","no","no",171,596,42,0,6,0
"21665",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21666",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"21667",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21668",8568431.188,0.063647724,0.236108458,2354,4,0,3,0,14,"no",0,10,"no","no","no",3943,7626,38,3,34,0
"21669",3292112.223,0.063747248,0.092290642,2757,5,0,1,0,3,"no",0,2,"no","no","no",5955,5045,97,0,13,0
"21670",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"21671",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"21672",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"21673",6424173.859,0.216360617,0.060753049,1766,2,0,0,0,3,"no",0,7,"no","yes","no",4592,9914,36,0,11,0
"21674",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21675",10046857.44,0.071056234,0.246031548,3150,5,0,3,1,7,"no",0,3,"no","yes","no",4819,14342,4,0,3,0
"21676",7798452.185,0.199430788,0.081943463,485,7,0,1,0,10,"no",0,4,"no","yes","no",6300,2319,5,0,4,0
"21677",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21678",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21679",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"21680",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21681",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21682",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"21683",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21684",10518366.87,0.334905313,0.012338886,3494,7,0,2,0,7,"no",0,4,"no","no","no",10307,10571,45,0,2,0
"21685",8841267.454,0.127511955,0.307466659,2646,6,0,2,0,3,"no",0,5,"no","no","no",7943,10483,101,0,2,0
"21686",4280227.098,0.019885461,1.8e-09,2224,4,0,2,3,13,"no",0,5,"no","no","no",4057,12145,27,8,14,0
"21687",7750777.821,0.094680962,0.313924552,2508,6,0,2,0,10,"no",0,10,"no","yes","no",5635,9909,42,0,4,0
"21688",15045565.2,0.637398943,0.006076152,1313,6,0,6,0,16,"no",0,6,"no","yes","no",7961,12863,85,3,13,0
"21689",18036436.51,0.232080423,0.111627393,3397,5,0,2,0,18,"no",0,3,"no","yes","no",11944,14526,208,61,49,0
"21690",3799999.352,0.232655892,0.149666373,1838,3,0,4,0,6,"no",0,1,"no","yes","no",5104,12050,49,0,7,0
"21691",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"21692",8287309.439,0.071119749,0.265088676,3390,5,0,3,0,6,"no",0,2,"no","yes","no",8516,19376,129,0,4,0
"21693",6982964.492,0.348985814,0,3422,7,1,2,0,6,"no",0,5,"no","yes","no",9321,8765,72,4,5,0
"21694",7587523.226,0.398794394,0,3420,6,0,0,0,3,"no",0,5,"no","yes","yes",6281,9457,1,0,5,0
"21695",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"21696",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"21697",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"21698",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"21699",118663840.1,0.551882581,0.014072961,2854,0,0,0,0,0,"no",0,0,"no","no","no",457,556,1,0,0,0
"21700",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21701",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"21702",5646405.14,0.258663383,0.101872465,2703,5,0,3,0,4,"no",0,3,"no","yes","no",5511,7679,9,47,13,2
"21703",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"21704",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21705",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"21706",52351766.54,0.070662054,0.035145267,4050,8,0,0,0,5,"no",0,3,"no","yes","no",11024,7388,68,14,21,1
"21707",8087656.379,0.048011029,0.007658515,3318,10,0,3,1,24,"yes",1,19,"no","yes","no",9567,12162,70,1,19,3
"21708",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"21709",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21710",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"21711",18036436.51,0.232080423,0.111627393,3397,5,0,2,0,18,"no",0,3,"no","yes","no",11944,14526,208,61,49,0
"21712",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21713",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"21714",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21715",16861532.79,0.069670879,0.130617806,4182,6,0,1,0,12,"no",0,9,"no","yes","no",8173,14145,64,1,8,0
"21716",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"21717",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"21718",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"21719",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"21720",9282438.657,0.153279465,0.127375905,3844,7,0,3,0,3,"no",0,9,"no","no","no",9229,12299,41,0,1,0
"21721",4395332.782,0.063755213,0.038692987,2215,4,0,2,0,7,"no",0,5,"no","yes","no",7105,9353,108,0,4,0
"21722",5725729.259,0.141280723,0.175054867,3916,4,0,1,0,6,"no",0,0,"no","yes","no",7691,7935,95,0,3,0
"21723",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21724",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21725",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"21726",8568431.188,0.063647724,0.236108458,2354,4,0,3,0,14,"no",0,10,"no","no","no",3943,7626,38,3,34,0
"21727",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"21728",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"21729",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21730",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"21731",7984443.568,0.372734826,0.000995363,4547,8,1,1,0,7,"no",0,5,"no","yes","no",8404,2874,155,0,6,0
"21732",5264733.751,0.184282943,0.050755569,3082,4,0,0,0,10,"no",0,1,"no","no","no",6668,11620,58,0,14,0
"21733",8841267.454,0.127511955,0.307466659,2646,6,0,2,0,3,"no",0,5,"no","no","no",7943,10483,101,0,2,0
"21734",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"21735",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"21736",16315230.22,0.375973778,0.07542368,2854,0,0,0,0,3,"no",0,0,"no","no","no",2903,15808,0,0,0,0
"21737",18036436.51,0.232080423,0.111627393,3397,5,0,2,0,18,"no",0,3,"no","yes","no",11944,14526,208,61,49,0
"21738",4395332.782,0.063755213,0.038692987,2215,4,0,2,0,7,"no",0,5,"no","yes","no",7105,9353,108,0,4,0
"21739",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"21740",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"21741",7984443.568,0.372734826,0.000995363,4547,8,1,1,0,7,"no",0,5,"no","yes","no",8404,2874,155,0,6,0
"21742",9946335.108,0.065408826,0.225824954,2232,7,0,3,0,13,"no",0,2,"yes","yes","no",9653,4350,111,0,3,0
"21743",5333221.259,0.074076708,0.16909109,1579,8,0,2,0,5,"no",0,5,"no","no","no",5728,6065,52,0,9,0
"21744",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"21745",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"21746",4787424.272,0.03845587,0.122090347,3272,6,0,4,0,7,"no",0,0,"no","no","no",6980,9174,101,0,11,0
"21747",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"21748",15045565.2,0.637398943,0.006076152,1313,6,0,6,0,16,"no",0,6,"no","yes","no",7961,12863,85,3,13,0
"21749",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"21750",9946335.108,0.065408826,0.225824954,2232,7,0,3,0,13,"no",0,2,"yes","yes","no",9653,4350,111,0,3,0
"21751",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"21752",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"21753",5467178.309,0.055779365,0.1363303,1944,5,0,3,0,6,"no",0,6,"no","yes","no",7633,11471,130,0,18,0
"21754",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"21755",8392316.21,0.426396297,0.002211665,4523,6,0,1,0,3,"no",0,5,"no","yes","yes",12885,9843,53,0,8,0
"21756",4662813.069,0.109947031,0.050272014,2058,6,1,0,1,4,"no",0,3,"no","no","no",6156,119309,31,0,12,0
"21757",8392316.21,0.426396297,0.002211665,4523,6,0,1,0,3,"no",0,5,"no","yes","yes",12885,9843,53,0,8,0
"21758",4934147.224,0.11640032,0.122190486,1578,3,0,1,0,6,"no",0,3,"no","no","no",7214,5366,49,0,5,0
"21759",52995275.39,0.349935291,0.011654127,2854,0,0,0,0,0,"no",0,0,"no","no","no",847,2169,42,0,6,0
"21760",18445806.5,0.030696593,0.428825818,2936,5,0,0,0,4,"no",0,2,"no","yes","no",6654,4404,53,0,5,1
"21761",8087656.379,0.048011029,0.007658515,3318,10,0,3,1,24,"yes",1,19,"no","yes","no",9567,12162,70,1,19,3
"21762",52351766.54,0.070662054,0.035145267,4050,8,0,0,0,5,"no",0,3,"no","yes","no",11024,7388,68,14,21,1
"21763",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"21764",3326418.741,0.051880656,0,3091,7,1,1,0,6,"no",0,1,"no","no","no",7744,6791,39,0,12,0
"21765",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"21766",10207215.1,0.512707469,0.000169676,2697,8,1,1,0,5,"no",0,1,"no","yes","no",9775,16643,72,0,7,0
"21767",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"21768",6879019.638,0.061476659,0.282797669,2546,5,0,0,0,5,"no",0,6,"no","no","no",8428,11960,47,0,5,0
"21769",7905261.321,0.014925117,0.319809354,643,4,0,5,1,14,"no",0,8,"no","yes","no",6551,8609,94,0,7,0
"21770",4389199.094,0.033225884,0.13012277,1860,3,0,0,0,1,"no",0,0,"no","no","no",2335,3269,22,7,3,0
"21771",5293464.965,0.023464016,0.195781053,2279,8,1,3,0,2,"no",0,2,"no","no","no",5130,11561,71,0,4,0
"21772",7963518.819,0.126499246,0.161975568,2854,5,0,3,0,11,"no",0,7,"no","yes","no",8001,16371,44,0,9,0
"21773",6050064.566,0.16752567,0.093442564,2372,8,0,2,1,11,"no",0,4,"no","yes","no",5579,8437,38,0,9,0
"21774",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"21775",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"21776",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"21777",6407578.1,0.189727117,6.99893e-05,5001,5,0,1,0,7,"no",0,16,"no","no","no",10580,8083,25,0,2,0
"21778",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"21779",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
